switch_name,phase_code,from_bus,to_bus,geometry,r11,r22,r33,x11,x22,x33,ampacity_value,construction,controller_uuid,in_service
padswitch(r:p1udt15282-p1udt8427)p1u_232868,ABC,p1udt8427,p1udt15282-p1udt8427xx,"LINESTRING(-97.7131333168272 30.4200268788342, -97.7131229880914 30.4199802573179)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt15282-p1udt8427)p1u_232869,ABC,p1udt15282-p1udt8427x,p1udt15282,"LINESTRING(-97.7134070963829 30.4198503344456, -97.7133583631042 30.4198659100544)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11369-p1udt8427)p1u_232872,ABC,p1udt11369,p1udt11369-p1udt8427x,"LINESTRING(-97.7122794950594 30.4195757720474, -97.7123287047295 30.4195944719116)",1,1,1,1,1,1,205,OVERHEAD,,1
padswitch(r:p1udt11369-p1udt8427)p1u_232873,ABC,p1udt11369-p1udt8427xx,p1udt8427,"LINESTRING(-97.7131280111532 30.4200740700774, -97.7131333168272 30.4200268788342)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt21224-p1udt24578)p1u_232944,ABC,p1udt24578,p1udt21224-p1udt24578xx,"LINESTRING(-97.7040998047225 30.4138013787407, -97.7040507135018 30.4137823125383)",1,1,1,1,1,1,370,OVERHEAD,,1
padswitch(r:p1udt21224-p1udt24578)p1u_232945,ABC,p1udt21224-p1udt24578x,p1udt21224,"LINESTRING(-97.7050722246784 30.4136305476924, -97.7050258911341 30.4136441386024)",1,1,1,1,1,1,370,OVERHEAD,,1
padswitch(r:p1udt23026-p1udt23373)p1u_232988,ABC,p1udt23026,p1udt23026-p1udt23373x,"LINESTRING(-97.6971162798644 30.4118038387476, -97.6971635204343 30.4118272875811)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt23026-p1udt23373)p1u_232989,ABC,p1udt23026-p1udt23373xx,p1udt23373,"LINESTRING(-97.6972098624709 30.4118454848128, -97.6972539225441 30.4118653829489)",1,1,1,1,1,1,370,OVERHEAD,,1
padswitch(r:p1udt10324-p1udt23026)p1u_232990,ABC,p1udt10324,p1udt10324-p1udt23026x,"LINESTRING(-97.6973284728103 30.4117848378447, -97.6972882589451 30.4117563548006)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10324-p1udt23026)p1u_232991,ABC,p1udt10324-p1udt23026xx,p1udt23026,"LINESTRING(-97.6970794434489 30.4117696630408, -97.6971162798644 30.4118038387476)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10324-p1udt20027)p1u_232992,ABC,p1udt20027,p1udt10324-p1udt20027xx,"LINESTRING(-97.6977558179635 30.4117441578504, -97.6977076586162 30.4117609937199)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10324-p1udt20027)p1u_232993,ABC,p1udt10324-p1udt20027x,p1udt10324,"LINESTRING(-97.6973199134712 30.411829255601, -97.6973284728103 30.4117848378447)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt20027-p1udt20185)p1u_232994,ABC,p1udt20185,p1udt20027-p1udt20185xx,"LINESTRING(-97.6978684199163 30.4115658188885, -97.6978630502276 30.411613044517)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt20027-p1udt20185)p1u_232995,ABC,p1udt20027-p1udt20185x,p1udt20027,"LINESTRING(-97.6977969606544 30.4117716154217, -97.6977558179635 30.4117441578504)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt18956-p1udt20185)p1u_233000,ABC,p1udt18956,p1udt18956-p1udt20185x,"LINESTRING(-97.6980003713628 30.4113586120735, -97.6980415139677 30.4113860695666)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt18956-p1udt20185)p1u_233001,ABC,p1udt18956-p1udt20185xx,p1udt20185,"LINESTRING(-97.6978149022276 30.4115676753244, -97.6978684199163 30.4115658188885)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt18956-p1udt21770)p1u_233002,ABC,p1udt21770,p1udt18956-p1udt21770xx,"LINESTRING(-97.6981267141788 30.4112515970863, -97.6981337590506 30.4112069829107)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt18956-p1udt21770)p1u_233003,ABC,p1udt18956-p1udt21770x,p1udt18956,"LINESTRING(-97.6980074163015 30.4113139979072, -97.6980003713628 30.4113586120735)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt21770-p1udt22418)p1u_233004,ABC,p1udt22418,p1udt21770-p1udt22418xx,"LINESTRING(-97.6982631236856 30.4111715795047, -97.6983118547707 30.4111560094559)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt21770-p1udt22418)p1u_233005,ABC,p1udt21770-p1udt22418x,p1udt21770,"LINESTRING(-97.6981678567768 30.4112790545398, -97.6981267141788 30.4112515970863)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt22175-p1udt22418)p1u_233006,ABC,p1udt22175,p1udt22175-p1udt22418x,"LINESTRING(-97.6985043218486 30.411038640471, -97.6984957631174 30.4110830583268)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt22175-p1udt22418)p1u_233007,ABC,p1udt22175-p1udt22418xx,p1udt22418,"LINESTRING(-97.6982229097824 30.4111430967454, -97.6982631236856 30.4111715795047)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt22175-p1udt4381)p1u_233008,ABC,p1udt4381,p1udt22175-p1udt4381xx,"LINESTRING(-97.6989459843021 30.4108072005097, -97.6989206269782 30.4108492494995)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt22175-p1udt4381)p1u_233009,ABC,p1udt22175-p1udt4381x,p1udt22175,"LINESTRING(-97.6985530528321 30.4110230703288, -97.6985043218486 30.411038640471)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt3871-p1udt4381)p1u_233010,ABC,p1udt3871,p1udt3871-p1udt4381x,"LINESTRING(-97.6992594976432 30.4106130665152, -97.6993082283036 30.4105974960805)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt3871-p1udt4381)p1u_233011,ABC,p1udt3871-p1udt4381xx,p1udt4381,"LINESTRING(-97.6989839033179 30.4107729919407, -97.6989459843021 30.4108072005097)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt16289-p1udt3871)p1u_233012,ABC,p1udt16289,p1udt16289-p1udt3871x,"LINESTRING(-97.6994413651042 30.4105292871427, -97.6993932067598 30.4105461235234)",1,1,1,1,1,1,205,OVERHEAD,,1
padswitch(r:p1udt16289-p1udt3871)p1u_233013,ABC,p1udt16289-p1udt3871xx,p1udt3871,"LINESTRING(-97.6992192836615 30.4105845840587, -97.6992594976432 30.4106130665152)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13996-p1udt16289)p1u_233014,ABC,p1udt13996,p1udt13996-p1udt16289x,"LINESTRING(-97.6995009323483 30.4104620821258, -97.6995496628979 30.4104465115972)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13996-p1udt16289)p1u_233015,ABC,p1udt13996-p1udt16289xx,p1udt16289,"LINESTRING(-97.699448409246 30.4104846727309, -97.6994413651042 30.4105292871427)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13996-p1udt19862)p1u_233016,ABC,p1udt19862,p1udt13996-p1udt19862xx,"LINESTRING(-97.7000941572 30.4106269866438, -97.7000750097779 30.4105845070077)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13996-p1udt19862)p1u_233017,ABC,p1udt13996-p1udt19862x,p1udt13996,"LINESTRING(-97.6994607183539 30.4104335997427, -97.6995009323483 30.4104620821258)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11369-p1udt20025)p1u_233210p1ud3,ABC,p1udt11369,p1udt11369-p1udt20025x,"LINESTRING(-97.7122794950594 30.4195757720474, -97.7123010373113 30.4195330721472)",1,1,1,1,1,1,900,OVERHEAD,,1
padswitch(r:p1udt11369-p1udt20025)p1u_233211p1ud3,ABC,p1udt11369-p1udt20025xx,p1udt20025,"LINESTRING(-97.7115135655429 30.4190360314045, -97.7114643563164 30.4190173312439)",1,1,1,1,1,1,900,OVERHEAD,,1
l(r:p1udt2142-p1udt22532)_disconnect,ABC,p1udt2142_b1_1,p1udt2142_b2_1,"LINESTRING(-97.7119604575228 30.4197249430019, -97.7118824148264 30.4196800109772)",1,1,1,1,1,1,475,OVERHEAD,,1
l(r:p1udt1644-p1udt22532)_disconnect,ABC,p1udt22532_b1_1,p1udt22532_b2_1,"LINESTRING(-97.7103649143874 30.4115714732914, -97.7103449269313 30.4115081154218)",1,1,1,1,1,1,325,OVERHEAD,,1
padswitch(r:p1udt10701-p1udt2115)p1u_234272,A,p1udt10701,p1udt10701-p1udt2115x,"LINESTRING(-97.7231024036047 30.419925661858, -97.7231094379375 30.4198810460839)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt10701-p1udt2115)p1u_234273,A,p1udt10701-p1udt2115xx,p1udt2115,"LINESTRING(-97.7235084753955 30.4200830402318, -97.7234621410738 30.420096637659)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt10701-p1udt24055)p1u_234274,A,p1udt24055,p1udt10701-p1udt24055xx,"LINESTRING(-97.7226576012954 30.4197047600479, -97.7226094419105 30.4197216050956)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt10701-p1udt24055)p1u_234275,A,p1udt10701-p1udt24055x,p1udt10701,"LINESTRING(-97.7231435570447 30.4199531117086, -97.7231024036047 30.419925661858)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11037-p1udt24055)p1u_234276,A,p1udt11037,p1udt11037-p1udt24055x,"LINESTRING(-97.7222023912428 30.4194837548813, -97.7222094259441 30.4194391391636)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11037-p1udt24055)p1u_234277,A,p1udt11037-p1udt24055xx,p1udt24055,"LINESTRING(-97.7226646358102 30.4196601443017, -97.7226576012954 30.4197047600479)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11037-p1udt15004)p1u_234278,A,p1udt15004,p1udt11037-p1udt15004xx,"LINESTRING(-97.7219404263074 30.4193347570953, -97.7219318775857 30.4193791768899)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11037-p1udt15004)p1u_234279,A,p1udt11037-p1udt15004x,p1udt11037,"LINESTRING(-97.722154231896 30.4195005997625, -97.7222023912428 30.4194837548813)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15004-p1udt9951)p1u_234280,A,p1udt9951,p1udt15004-p1udt9951xx,"LINESTRING(-97.7217574927505 30.4192717005224, -97.7217489436337 30.41931612013)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15004-p1udt9951)p1u_234281,A,p1udt15004-p1udt9951x,p1udt15004,"LINESTRING(-97.721900202309 30.4193062815449, -97.7219404263074 30.4193347570953)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt20340-p1udt9951)p1u_234282,A,p1udt20340,p1udt20340-p1udt9951x,"LINESTRING(-97.7214104589488 30.4197971360505, -97.7213702345899 30.4197686601585)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt20340-p1udt9951)p1u_234283,A,p1udt20340-p1udt9951xx,p1udt9951,"LINESTRING(-97.7218062245151 30.4192561217296, -97.7217574927505 30.4192717005224)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt18568-p1udt20340)p1u_234284,A,p1udt18568,p1udt18568-p1udt20340x,"LINESTRING(-97.7213540222912 30.4198724571929, -97.7213951751989 30.4198999075804)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt18568-p1udt20340)p1u_234285,A,p1udt18568-p1udt20340xx,p1udt20340,"LINESTRING(-97.7214591910112 30.4197815573915, -97.7214104589488 30.4197971360505)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt18568-p1udt295)p1u_234286,A,p1udt295,p1udt18568-p1udt295xx,"LINESTRING(-97.7209431137112 30.4202472233328, -97.7209345641256 30.4202916428676)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt18568-p1udt295)p1u_234287,A,p1udt18568-p1udt295x,p1udt18568,"LINESTRING(-97.7213610574114 30.4198278415353, -97.7213540222912 30.4198724571929)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15000-p1udt295)p1u_234288,A,p1udt15000-p1udt295x,p1udt15000-p1udt295xx,"LINESTRING(-97.7205145287433 30.4205691331998, -97.7205561992137 30.420544745976)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15000-p1udt295)p1u_234289,A,p1udt15000-p1udt295xxx,p1udt295,"LINESTRING(-97.7209918460845 30.4202316448639, -97.7209431137112 30.4202472233328)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt294-p1udt9191)p1u_234290,B,p1udt294,p1udt294-p1udt9191x,"LINESTRING(-97.7222303927115 30.4205306889104, -97.7222374274934 30.4204860732)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt294-p1udt9191)p1u_234291,B,p1udt294-p1udt9191xx,p1udt9191,"LINESTRING(-97.7221515059363 30.4203493625532, -97.7221055739552 30.4203347759959)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt14503-p1udt294)p1u_234292,B,p1udt14503-p1udt294x,p1udt14503-p1udt294xx,"LINESTRING(-97.7220701724464 30.4208427492668, -97.7220328728454 30.420813531144)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt14503-p1udt294)p1u_234293,B,p1udt14503-p1udt294xxx,p1udt294,"LINESTRING(-97.7221822328481 30.4205475337847, -97.7222303927115 30.4205306889104)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4770-p1udt903)p1u_234294,C,p1udt4770,p1udt4770-p1udt903x,"LINESTRING(-97.7252228801939 30.4217961254076, -97.7251737806186 30.4217770669405)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4770-p1udt903)p1u_234295,C,p1udt4770-p1udt903xx,p1udt903,"LINESTRING(-97.7256287516448 30.4219624799278, -97.7255824166904 30.421976078087)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt14500-p1udt6294)p1u_234296,C,p1udt14500,p1udt14500-p1udt6294x,"LINESTRING(-97.7265365401882 30.423252406695, -97.7265279928097 30.423296826641)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt14500-p1udt6294)p1u_234297,C,p1udt14500-p1udt6294xx,p1udt6294,"LINESTRING(-97.7265640012634 30.4235737131937, -97.7266024548025 30.4235999060457)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt14500-p1udt4772)p1u_234298,C,p1udt4772,p1udt14500-p1udt4772xx,"LINESTRING(-97.7264774774975 30.422990165414, -97.7264689301197 30.4230345853577)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt14500-p1udt4772)p1u_234299,C,p1udt14500-p1udt4772x,p1udt14500,"LINESTRING(-97.7265852732639 30.4232368261618, -97.7265365401882 30.423252406695)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4772-p1udt904)p1u_234300,C,p1udt904,p1udt4772-p1udt904xx,"LINESTRING(-97.7262108752725 30.4226809943771, -97.726260089336 30.4226996891002)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4772-p1udt904)p1u_234301,C,p1udt4772-p1udt904x,p1udt4772,"LINESTRING(-97.7265262104498 30.4229745848988, -97.7264774774975 30.422990165414)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt13947-p1udt8409)p1u_234302,C,p1udt13947,p1udt13947-p1udt8409x,"LINESTRING(-97.727481509711 30.4234422521589, -97.7275226658686 30.4234697006911)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt13947-p1udt8409)p1u_234303,C,p1udt13947-p1udt8409xx,p1udt8409,"LINESTRING(-97.7274956160879 30.4239874858766, -97.727534804026 30.4239621238161)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt13947-p1udt9938)p1u_234304,C,p1udt9938,p1udt13947-p1udt9938xx,"LINESTRING(-97.7274444531026 30.4230898249065, -97.7274042256224 30.4230613508058)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt13947-p1udt9938)p1u_234305,C,p1udt13947-p1udt9938x,p1udt13947,"LINESTRING(-97.7274885423726 30.4233976361228, -97.727481509711 30.4234422521589)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15517-p1udt9938)p1u_234306,C,p1udt15517,p1udt15517-p1udt9938x,"LINESTRING(-97.7272404483066 30.4227631818602, -97.7272816041159 30.4227906304612)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15517-p1udt9938)p1u_234307,C,p1udt15517-p1udt9938xx,p1udt9938,"LINESTRING(-97.727493185965 30.4230742440275, -97.7274444531026 30.4230898249065)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15517-p1udt24164)p1u_234308,C,p1udt24164,p1udt15517-p1udt24164xx,"LINESTRING(-97.7269918931529 30.42266150592, -97.7270330488481 30.4226889545966)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15517-p1udt24164)p1u_234309,C,p1udt15517-p1udt24164x,p1udt15517,"LINESTRING(-97.727247481017 30.4227185658343, -97.7272404483066 30.4227631818602)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt21363-p1udt24164)p1u_234310,C,p1udt21363,p1udt21363-p1udt24164x,"LINESTRING(-97.7266070694123 30.4226306837872, -97.7265589091943 30.4226475302633)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt21363-p1udt24164)p1u_234311,C,p1udt21363-p1udt24164xx,p1udt24164,"LINESTRING(-97.7269437329804 30.4226783525394, -97.7269918931529 30.42266150592)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt21363-p1udt904)p1u_234312,C,p1udt904,p1udt21363-p1udt904xx,"LINESTRING(-97.7262108752725 30.4226809943771, -97.7261617750544 30.4226619362662)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt21363-p1udt904)p1u_234313,C,p1udt21363-p1udt904x,p1udt21363,"LINESTRING(-97.7266141023979 30.4225860678025, -97.7266070694123 30.4226306837872)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt21213-p1udt904)p1u_234314,C,p1udt21213,p1udt21213-p1udt904x,"LINESTRING(-97.7256471088508 30.4227927517221, -97.7256541422859 30.4227481358029)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt21213-p1udt904)p1u_234315,C,p1udt21213-p1udt904xx,p1udt904,"LINESTRING(-97.7261887878573 30.4227234629208, -97.7262108752725 30.4226809943771)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt21213-p1udt905)p1u_234316,C,p1udt905,p1udt21213-p1udt905xx,"LINESTRING(-97.7253471399794 30.422555597932, -97.725295569109 30.4225446876696)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt21213-p1udt905)p1u_234317,C,p1udt21213-p1udt905x,p1udt21213,"LINESTRING(-97.7255989484006 30.4228095978366, -97.7256471088508 30.4227927517221)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt22034-p1udt905)p1u_234318,C,p1udt905,p1udt22034-p1udt905xx,"LINESTRING(-97.7253471399794 30.422555597932, -97.7253991136438 30.4225665406693)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt22034-p1udt905)p1u_234319,C,p1udt22034-p1udt905x,p1udt22034,"LINESTRING(-97.7254478565339 30.422577713182, -97.7254969738576 30.4225827702996)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt4770-p1udt905)p1u_234320,C,p1udt4770,p1udt4770-p1udt905x,"LINESTRING(-97.7252228801939 30.4217961254076, -97.7252444174138 30.4217534232382)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4770-p1udt905)p1u_234321,C,p1udt4770-p1udt905xx,p1udt905,"LINESTRING(-97.7253219455507 30.4225985352233, -97.7253471399794 30.422555597932)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4770-p1udt9937)p1u_234322,C,p1udt9937,p1udt4770-p1udt9937xx,"LINESTRING(-97.7251237296466 30.4214071325971, -97.7251307631955 30.4213625167008)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4770-p1udt9937)p1u_234323,C,p1udt4770-p1udt9937x,p1udt4770,"LINESTRING(-97.725272093617 30.4218148204877, -97.7252228801939 30.4217961254076)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15265-p1udt9937)p1u_234324,C,p1udt15265,p1udt15265-p1udt9937x,"LINESTRING(-97.7252137129641 30.4208935325566, -97.7252624450444 30.4208779524844)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15265-p1udt9937)p1u_234325,C,p1udt15265-p1udt9937xx,p1udt9937,"LINESTRING(-97.725164884283 30.4214345818381, -97.7251237296466 30.4214071325971)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15265-p1udt23255)p1u_234326,C,p1udt23255,p1udt15265-p1udt23255xx,"LINESTRING(-97.7245087533031 30.420661244781, -97.7245499074547 30.4206886942052)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15265-p1udt23255)p1u_234327,C,p1udt15265-p1udt23255x,p1udt15265,"LINESTRING(-97.725173487035 30.4208650578031, -97.7252137129641 30.4208935325566)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt23255-p1udt9936)p1u_234328,C,p1udt9936,p1udt23255-p1udt9936xx,"LINESTRING(-97.7243112168784 30.420641097195, -97.7242709913228 30.4206126221727)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt23255-p1udt9936)p1u_234329,C,p1udt23255-p1udt9936x,p1udt23255,"LINESTRING(-97.7245157870643 30.4206166289194, -97.7245087533031 30.420661244781)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt22781-p1udt9936)p1u_234330,C,p1udt22781-p1udt9936x,p1udt22781-p1udt9936xx,"LINESTRING(-97.7240025176203 30.4204743410492, -97.7240514045034 30.4204862542743)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt22781-p1udt9936)p1u_234331,C,p1udt22781-p1udt9936xxx,p1udt9936,"LINESTRING(-97.7243026687694 30.4206855169904, -97.7243112168784 30.420641097195)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11020-p1udt5298)p1u_234332,A,p1udt5298,p1udt11020-p1udt5298xx,"LINESTRING(-97.7244946512736 30.4225467283442, -97.7245433842898 30.4225311485711)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11020-p1udt5298)p1u_234333,A,p1udt11020-p1udt5298x,p1udt11020,"LINESTRING(-97.7246162416561 30.4229631599959, -97.7245699060966 30.4229767577762)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt2680-p1udt5298)p1u_234334,A,p1udt2680,p1udt2680-p1udt5298x,"LINESTRING(-97.7243764031983 30.4220314373322, -97.724417557872 30.4220588868078)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt2680-p1udt5298)p1u_234335,A,p1udt2680-p1udt5298xx,p1udt5298,"LINESTRING(-97.7244861030484 30.4225911481366, -97.7244946512736 30.4225467283442)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12038-p1udt2680)p1u_234336,A,p1udt12038,p1udt12038-p1udt2680x,"LINESTRING(-97.7243172295525 30.4217782169959, -97.7242690693973 30.4217950626299)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12038-p1udt2680)p1u_234337,A,p1udt12038-p1udt2680xx,p1udt2680,"LINESTRING(-97.7243834371414 30.4219868214913, -97.7243764031983 30.4220314373322)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11017-p1udt12038)p1u_234338,A,p1udt11017,p1udt11017-p1udt12038x,"LINESTRING(-97.7242082365727 30.4213530740426, -97.7242493909197 30.4213805235646)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt11017-p1udt12038)p1u_234339,A,p1udt11017-p1udt12038xx,p1udt12038,"LINESTRING(-97.7243242634998 30.4217336011568, -97.7243172295525 30.4217782169959)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11017-p1udt12694)p1u_234340,A,p1udt12694,p1udt11017-p1udt12694xx,"LINESTRING(-97.7241294177459 30.4210094322941, -97.7240812579439 30.4210262778706)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt11017-p1udt12694)p1u_234341,A,p1udt11017-p1udt12694x,p1udt11017,"LINESTRING(-97.724160076612 30.4213699196429, -97.7242082365727 30.4213530740426)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt12694-p1udt24891)p1u_234342,A,p1udt24891,p1udt12694-p1udt24891xx,"LINESTRING(-97.7240900085233 30.4208376114013, -97.7241311626248 30.4208650609555)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12694-p1udt24891)p1u_234343,A,p1udt12694-p1udt24891x,p1udt12694,"LINESTRING(-97.7241705719293 30.4210368818376, -97.7241294177459 30.4210094322941)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt22781-p1udt24891)p1u_234344,A,p1udt22781-p1udt24891x,p1udt22781-p1udt24891xx,"LINESTRING(-97.7239442999555 30.420418284114, -97.7239385432668 30.4203745859011)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt22781-p1udt24891)p1u_234345,A,p1udt22781-p1udt24891xxx,p1udt24891,"LINESTRING(-97.7240418488005 30.4208544569658, -97.7240900085233 30.4208376114013)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12695-p1udt288)p1u_234356,B,p1udt288,p1udt12695-p1udt288xx,"LINESTRING(-97.7253487986444 30.4233222305947, -97.7253980128485 30.4233409256456)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12695-p1udt288)p1u_234357,B,p1udt12695-p1udt288x,p1udt12695,"LINESTRING(-97.7255809425216 30.4232341338722, -97.725535008649 30.4232195484751)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt24982-p1udt7170)p1u_234358,B,p1udt24982,p1udt24982-p1udt7170x,"LINESTRING(-97.7256445023076 30.4237942717499, -97.725651535833 30.4237496558396)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt24982-p1udt7170)p1u_234359,B,p1udt24982-p1udt7170xx,p1udt7170,"LINESTRING(-97.7256727753542 30.424182551092, -97.7256264393443 30.4241961492327)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt18945-p1udt24982)p1u_234360,B,p1udt18945,p1udt18945-p1udt24982x,"LINESTRING(-97.7256247372406 30.4237128724092, -97.7256317707676 30.4236682564995)",0.001,,,0.001,,,151,OVERHEAD,,1
