transformer_name,phase_code,primary_bus,secondary_bus,tertiary_bus,geometry,primary_kva,primary_voltage_kv,secondary_voltage_kv,tertiary_voltage_kv,primary_connection,secondary_connection,tertiary_connection,primary_grounded,secondary_grounded,tertiary_grounded,resistance_pct,reactance_pct,equipment_no_load_loss,equipment_full_load_loss,is_center_tapped,in_service
tr(r:p1udt22174-p1udt22174lv),ABC,p1udt22174,p1udt22174lv,,POINT(-97.7093184295731 30.4140997053161),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt22175-p1udt22175lv),ABC,p1udt22175,p1udt22175lv,p1udt22175lv,POINT(-97.6985043218486 30.411038640471),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt22187-p1udt22187lv),A,p1udt22187,p1udt22187lv,p1udt22187lv,POINT(-97.7199171390137 30.4042063356425),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt22418-p1udt22418lv),ABC,p1udt22418,p1udt22418lv,p1udt22418lv,POINT(-97.6982631236856 30.4111715795047),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt22435-p1udt22435lv),ABC,p1udt22435,p1udt22435lv,,POINT(-97.7136567597784 30.4053268221469),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt22532-p1udt22532lv),ABC,p1udt22532,p1udt22532lv,,POINT(-97.7101521941802 30.4125206721885),100,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.805475,,0.62,1.61095,0,1
tr(r:p1udt22546-p1udt22546lv),ABC,p1udt22546,p1udt22546lv,,POINT(-97.7123857916953 30.4038164889169),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt22547-p1udt22547lv),ABC,p1udt22547,p1udt22547lv,,POINT(-97.7157435808092 30.4097234861423),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt22648-p1udt22648lv),ABC,p1udt22648,p1udt22648lv,,POINT(-97.7070085008174 30.4148728582234),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt22649-p1udt22649lv),B,p1udt22649,p1udt22649lv,p1udt22649lv,POINT(-97.6992719406884 30.4112447936563),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt22651-p1udt22651lv),C,p1udt22651,p1udt22651lv,p1udt22651lv,POINT(-97.6980149590215 30.4146943133404),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt22667-p1udt22667lv),ABC,p1udt22667,p1udt22667lv,,POINT(-97.7108404550672 30.4060941242067),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt22786-p1udt22786lv),B,p1udt22786,p1udt22786lv,p1udt22786lv,POINT(-97.7010477552812 30.4107844299806),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt22787-p1udt22787lv),C,p1udt22787,p1udt22787lv,p1udt22787lv,POINT(-97.698231711611 30.4138088802042),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt22798-p1udt22798lv),ABC,p1udt22798,p1udt22798lv,,POINT(-97.7155907530666 30.4105982647115),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt23022-p1udt23022lv),ABC,p1udt23022,p1udt23022lv,p1udt23022lv,POINT(-97.7155268756071 30.4111348540671),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt23026-p1udt23026lv),ABC,p1udt23026,p1udt23026lv,p1udt23026lv,POINT(-97.6971162798644 30.4118038387476),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt23144-p1udt23144lv),ABC,p1udt23144,p1udt23144lv,,POINT(-97.7118013745417 30.4205753157757),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt23145-p1udt23145lv),C,p1udt23145,p1udt23145lv,p1udt23145lv,POINT(-97.7011692296724 30.417935589656),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt23258-p1udt23258lv),ABC,p1udt23258,p1udt23258lv,,POINT(-97.7139886265354 30.4213006684257),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt23262-p1udt23262lv),ABC,p1udt23262,p1udt23262lv,p1udt23262lv,POINT(-97.7103074431644 30.4146325113133),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt23373-p1udt23373lv),ABC,p1udt23373,p1udt23373lv,,POINT(-97.6972539225441 30.4118653829489),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt23384-p1udt23384lv),ABC,p1udt23384,p1udt23384lv,p1udt23384lv,POINT(-97.7006080731841 30.4096369576813),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt23483-p1udt23483lv),ABC,p1udt23483,p1udt23483lv,p1udt23483lv,POINT(-97.7093345855421 30.4224390267709),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt23484-p1udt23484lv),ABC,p1udt23484,p1udt23484lv,,POINT(-97.7033183572316 30.4112101137359),500,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.73225,,0.266,1.4645,0,1
tr(r:p1udt23486-p1udt23486lv),C,p1udt23486,p1udt23486lv,p1udt23486lv,POINT(-97.7006179181874 30.4120371484096),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt23488-p1udt23488lv),ABC,p1udt23488,p1udt23488lv,p1udt23488lv,POINT(-97.6982416687365 30.4149571762235),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt23497-p1udt23497lv),ABC,p1udt23497,p1udt23497lv,,POINT(-97.7220085696322 30.4086052391236),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt23719-p1udt23719lv),ABC,p1udt23719,p1udt23719lv,,POINT(-97.7114655085731 30.421573544127),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt23729-p1udt23729lv),ABC,p1udt23729,p1udt23729lv,,POINT(-97.7140773179521 30.4044590901314),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt23732-p1udt23732lv),ABC,p1udt23732,p1udt23732lv,,POINT(-97.7120984700661 30.4058799072051),100,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.805475,,0.62,1.61095,0,1
tr(r:p1udt23841-p1udt23841lv),ABC,p1udt23841,p1udt23841lv,,POINT(-97.7034420383505 30.4191785664866),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt23842-p1udt23842lv),B,p1udt23842,p1udt23842lv,p1udt23842lv,POINT(-97.6984710572005 30.4125761867388),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt23944-p1udt23944lv),ABC,p1udt23944,p1udt23944lv,p1udt23944lv,POINT(-97.7119516403819 30.4183724516741),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt24073-p1udt24073lv),ABC,p1udt24073,p1udt24073lv,,POINT(-97.7132599404811 30.4062161830144),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24075-p1udt24075lv),ABC,p1udt24075,p1udt24075lv,,POINT(-97.7116282870097 30.4062575827787),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24166-p1udt24166lv),ABC,p1udt24166,p1udt24166lv,,POINT(-97.7152809994349 30.4108648478311),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24278-p1udt24278lv),ABC,p1udt24278,p1udt24278lv,,POINT(-97.7125876884927 30.4035026767684),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24478-p1udt24478lv),ABC,p1udt24478,p1udt24478lv,,POINT(-97.7190369675896 30.409677981349),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24574-p1udt24574lv),ABC,p1udt24574,p1udt24574lv,,POINT(-97.7134437362832 30.421018939748),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24577-p1udt24577lv),A,p1udt24577,p1udt24577lv,p1udt24577lv,POINT(-97.7100836064017 30.4127911875386),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt24578-p1udt24578lv),ABC,p1udt24578,p1udt24578lv,p1udt24578lv,POINT(-97.7040998047225 30.4138013787407),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt24586-p1udt24586lv),ABC,p1udt24586,p1udt24586lv,,POINT(-97.711782801823 30.4040033741845),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24588-p1udt24588lv),C,p1udt24588,p1udt24588lv,p1udt24588lv,POINT(-97.6996191429899 30.4099980533049),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt24691-p1udt24691lv),ABC,p1udt24691,p1udt24691lv,p1udt24691lv,POINT(-97.706983398854 30.4219713479452),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt24693-p1udt24693lv),ABC,p1udt24693,p1udt24693lv,,POINT(-97.7022365055409 30.419560244743),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24782-p1udt24782lv),C,p1udt24782,p1udt24782lv,p1udt24782lv,POINT(-97.7158636884825 30.4124766614785),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt24791-p1udt24791lv),ABC,p1udt24791,p1udt24791lv,,POINT(-97.7180113540105 30.4090510052473),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24792-p1udt24792lv),ABC,p1udt24792,p1udt24792lv,,POINT(-97.7153784484415 30.4097830548518),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24793-p1udt24793lv),ABC,p1udt24793,p1udt24793lv,,POINT(-97.7086555871488 30.4027543917384),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24794-p1udt24794lv),ABC,p1udt24794,p1udt24794lv,,POINT(-97.7120948210984 30.4032304794664),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24894-p1udt24894lv),B,p1udt24894,p1udt24894lv,p1udt24894lv,POINT(-97.6990265375169 30.4116936652952),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt24904-p1udt24904lv),ABC,p1udt24904,p1udt24904lv,,POINT(-97.7211781098004 30.408336504793),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24906-p1udt24906lv),ABC,p1udt24906,p1udt24906lv,,POINT(-97.7108661073816 30.406430519093),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24987-p1udt24987lv),ABC,p1udt24987,p1udt24987lv,,POINT(-97.7042138428311 30.4164669853063),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt24988-p1udt24988lv),ABC,p1udt24988,p1udt24988lv,,POINT(-97.7035692747181 30.4187614260621),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt24989-p1udt24989lv),ABC,p1udt24989,p1udt24989lv,p1udt24989lv,POINT(-97.7062858371367 30.419935341175),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt24990-p1udt24990lv),A,p1udt24990,p1udt24990lv,p1udt24990lv,POINT(-97.6990273775258 30.4144308613303),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt24997-p1udt24997lv),ABC,p1udt24997,p1udt24997lv,,POINT(-97.7131660192805 30.4033042001506),500,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.73225,,0.266,1.4645,0,1
tr(r:p1udt25095-p1udt25095lv),ABC,p1udt25095,p1udt25095lv,,POINT(-97.7117368879498 30.4201810219432),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt25104-p1udt25104lv),ABC,p1udt25104,p1udt25104lv,,POINT(-97.7141548216292 30.4062430439623),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt25185-p1udt25185lv),A,p1udt25185,p1udt25185lv,p1udt25185lv,POINT(-97.7018679435008 30.4155898316362),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt25186-p1udt25186lv),ABC,p1udt25186,p1udt25186lv,p1udt25186lv,POINT(-97.7094348528013 30.4163145244192),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt25187-p1udt25187lv),A,p1udt25187,p1udt25187lv,p1udt25187lv,POINT(-97.6990358912386 30.4131592816471),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt25188-p1udt25188lv),C,p1udt25188,p1udt25188lv,p1udt25188lv,POINT(-97.7004072625995 30.4166970795231),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt25192-p1udt25192lv),ABC,p1udt25192,p1udt25192lv,,POINT(-97.7006098468947 30.4095946261395),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt25193-p1udt25193lv),ABC,p1udt25193,p1udt25193lv,,POINT(-97.699750992373 30.4093881020665),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt25272-p1udt25272lv),ABC,p1udt25272,p1udt25272lv,,POINT(-97.7143959729808 30.41147063105),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt25282-p1udt25282lv),ABC,p1udt25282,p1udt25282lv,,POINT(-97.7135514648175 30.4064570023047),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt275-p1udt275lv),A,p1udt275,p1udt275lv,p1udt275lv,POINT(-97.7278382514863 30.4310661276946),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt287-p1udt287lv),B,p1udt287,p1udt287lv,p1udt287lv,POINT(-97.7237107790518 30.4235768751521),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt288-p1udt288lv),B,p1udt288,p1udt288lv,p1udt288lv,POINT(-97.7253487986444 30.4233222305947),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt291-p1udt291lv),ABC,p1udt291,p1udt291lv,p1udt291lv,POINT(-97.7240992832726 30.4249250893754),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt293-p1udt293lv),C,p1udt293,p1udt293lv,p1udt293lv,POINT(-97.7241904296373 30.4291216402791),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt294-p1udt294lv),B,p1udt294,p1udt294lv,p1udt294lv,POINT(-97.7222303927115 30.4205306889104),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt295-p1udt295lv),A,p1udt295,p1udt295lv,p1udt295lv,POINT(-97.7209431137112 30.4202472233328),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt296-p1udt296lv),ABC,p1udt296,p1udt296lv,p1udt296lv,POINT(-97.7195646019807 30.4221647870516),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt297-p1udt297lv),B,p1udt297,p1udt297lv,p1udt297lv,POINT(-97.7234847557692 30.4224949155091),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt299-p1udt299lv),A,p1udt299,p1udt299lv,p1udt299lv,POINT(-97.7216541798742 30.4270073209381),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt903-p1udt903lv),C,p1udt903,p1udt903lv,p1udt903lv,POINT(-97.7255824166904 30.421976078087),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt904-p1udt904lv),C,p1udt904,p1udt904lv,p1udt904lv,POINT(-97.7262108752725 30.4226809943771),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt905-p1udt905lv),C,p1udt905,p1udt905lv,p1udt905lv,POINT(-97.7253471399794 30.422555597932),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt906-p1udt906lv),C,p1udt906,p1udt906lv,p1udt906lv,POINT(-97.7270378746299 30.4261498513535),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt907-p1udt907lv),A,p1udt907,p1udt907lv,p1udt907lv,POINT(-97.7282482888776 30.4293507609976),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt908-p1udt908lv),C,p1udt908,p1udt908lv,p1udt908lv,POINT(-97.7194379291703 30.4204282267214),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt909-p1udt909lv),B,p1udt909,p1udt909lv,p1udt909lv,POINT(-97.7216029167795 30.4215441365672),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt910-p1udt910lv),ABC,p1udt910,p1udt910lv,p1udt910lv,POINT(-97.7188914030005 30.4226905344765),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt1531-p1udt1531lv),ABC,p1udt1531,p1udt1531lv,p1udt1531lv,POINT(-97.7234286006241 30.4244583628165),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt1532-p1udt1532lv),C,p1udt1532,p1udt1532lv,p1udt1532lv,POINT(-97.7249186692168 30.4251675204981),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt1535-p1udt1535lv),C,p1udt1535,p1udt1535lv,p1udt1535lv,POINT(-97.718089962108 30.4232819927069),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt2102-p1udt2102lv),C,p1udt2102,p1udt2102lv,p1udt2102lv,POINT(-97.726388394322 30.425037673511),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2105-p1udt2105lv),B,p1udt2105,p1udt2105lv,p1udt2105lv,POINT(-97.7223332096864 30.4222280058943),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2107-p1udt2107lv),C,p1udt2107,p1udt2107lv,p1udt2107lv,POINT(-97.7210133814797 30.4276288346305),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2115-p1udt2115lv),A,p1udt2115,p1udt2115lv,p1udt2115lv,POINT(-97.7234621410738 30.420096637659),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2680-p1udt2680lv),A,p1udt2680,p1udt2680lv,p1udt2680lv,POINT(-97.7243764031983 30.4220314373322),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2683-p1udt2683lv),ABC,p1udt2683,p1udt2683lv,p1udt2683lv,POINT(-97.7218046075353 30.4228452415261),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2684-p1udt2684lv),A,p1udt2684,p1udt2684lv,p1udt2684lv,POINT(-97.7190758640974 30.4235262667076),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2685-p1udt2685lv),B,p1udt2685,p1udt2685lv,p1udt2685lv,POINT(-97.7197163694258 30.4264882545847),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2686-p1udt2686lv),B,p1udt2686,p1udt2686lv,p1udt2686lv,POINT(-97.7195006045083 30.4268779368607),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2688-p1udt2688lv),A,p1udt2688,p1udt2688lv,p1udt2688lv,POINT(-97.7227136000868 30.4284693251303),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2693-p1udt2693lv),ABC,p1udt2693,p1udt2693lv,p1udt2693lv,POINT(-97.7187859863015 30.4193320039575),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3259-p1udt3259lv),C,p1udt3259,p1udt3259lv,p1udt3259lv,POINT(-97.7265472399564 30.4296409167621),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt3271-p1udt3271lv),ABC,p1udt3271,p1udt3271lv,p1udt3271lv,POINT(-97.7242975116343 30.4256939756204),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3273-p1udt3273lv),C,p1udt3273,p1udt3273lv,p1udt3273lv,POINT(-97.7241689438646 30.4283725276966),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt3274-p1udt3274lv),C,p1udt3274,p1udt3274lv,p1udt3274lv,POINT(-97.7251566735402 30.4284814308021),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt3275-p1udt3275lv),C,p1udt3275,p1udt3275lv,p1udt3275lv,POINT(-97.7185249488796 30.4234576991293),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3276-p1udt3276lv),B,p1udt3276,p1udt3276lv,p1udt3276lv,POINT(-97.7191326361031 30.4257426485873),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt3776-p1udt3776lv),C,p1udt3776,p1udt3776lv,p1udt3776lv,POINT(-97.7272228685117 30.4250234439464),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt3778-p1udt3778lv),ABC,p1udt3778,p1udt3778lv,p1udt3778lv,POINT(-97.7254896550793 30.4278276435277),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3780-p1udt3780lv),A,p1udt3780,p1udt3780lv,p1udt3780lv,POINT(-97.7206540265436 30.4224550075046),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3781-p1udt3781lv),ABC,p1udt3781,p1udt3781lv,p1udt3781lv,POINT(-97.7215268104548 30.4225900507364),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3782-p1udt3782lv),ABC,p1udt3782,p1udt3782lv,p1udt3782lv,POINT(-97.7186600223507 30.4228687219236),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt3783-p1udt3783lv),A,p1udt3783,p1udt3783lv,p1udt3783lv,POINT(-97.721247596768 30.4238543386691),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt3784-p1udt3784lv),ABC,p1udt3784,p1udt3784lv,p1udt3784lv,POINT(-97.7227709275996 30.4242634439763),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3787-p1udt3787lv),C,p1udt3787,p1udt3787lv,p1udt3787lv,POINT(-97.7205900634027 30.4271683304948),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt4298-p1udt4298lv),A,p1udt4298,p1udt4298lv,p1udt4298lv,POINT(-97.7276369761193 30.429119230026),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt4299-p1udt4299lv),ABC,p1udt4299,p1udt4299lv,p1udt4299lv,POINT(-97.7203115824369 30.421576637191),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
