branch_name,phase_code,from_bus,to_bus,equipment,length_value_original,length_units_original,length_km,geometry,r11,r22,r33,x11,x22,x33,ampacity_value,construction,in_service
l(r:p1udt16011-p1udt24988),ABC,p1udt24988,p1udt16011,3p_oh_al_acsr_4/0_penguin_3,0.105808,kilometer,0.105808,"LINESTRING(-97.7035692747181 30.4187614260621, -97.7027500803792 30.4187566390232)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt23841lv-p1ulv56485),ABC,p1udt23841lv,p1ulv56485,3p_ug_al_350kcmil_3_5,0.00763823,kilometer,0.00763823,"LINESTRING(-97.703448684987 30.4192203963406, -97.7034044387186 30.4191449375798)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt9192lv-p1ulv11633),ABC,p1udt9192lv,p1ulv11633,3p_ug_al_350kcmil_3_5,0.0105099,kilometer,0.0105099,"LINESTRING(-97.7025821275531 30.4208601256671, -97.7026021071496 30.4207701106642)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt3811-p1udt9192),ABC,p1udt3811,p1udt9192,3p_oh_al_acsr_4/0_penguin_3,0.145745,kilometer,0.145745,"LINESTRING(-97.7026502117001 30.4200098293432, -97.7025361985117 30.420845532301)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt23841-p1udt3811),ABC,p1udt23841,p1udt3811,3p_oh_al_acsr_4/0_penguin_3,0.154157,kilometer,0.154157,"LINESTRING(-97.7034420383505 30.4191785664866, -97.7026502117001 30.4200098293432)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt23841-p1udt24988),ABC,p1udt24988,p1udt23841,3p_oh_al_acsr_4/0_penguin_3,0.0666378,kilometer,0.0666378,"LINESTRING(-97.7035692747181 30.4187614260621, -97.7034420383505 30.4191785664866)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt24988-p1udt8032),ABC,p1udt8032,p1udt24988,3p_oh_al_acsr_4/0_penguin_3,0.361457,kilometer,0.361457,"LINESTRING(-97.7061182167048 30.4184371094343, -97.7035692747181 30.4187614260621)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt18362lv-p1ulv32593),ABC,p1udt18362lv,p1ulv32593,3p_ug_al_350kcmil_3_5,0.0563165,kilometer,0.0563165,"LINESTRING(-97.7064032935925 30.4198875558211, -97.7059294666125 30.4195128619921)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt6745lv-p1ulv45904),ABC,p1udt6745lv,p1ulv45904,3p_ug_al_350kcmil_3_5,0.0121818,kilometer,0.0121818,"LINESTRING(-97.7093140911418 30.4212906261817, -97.7091862037525 30.4212414110265)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm23262-p1ulv7935),ABC,p1udm23262,p1ulv7935,3p_ug_al_350kcmil_3_5,0.0105632,kilometer,0.0105632,"LINESTRING(-97.7093591346521 30.4215498996865, -97.7092546788166 30.4215759356285)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm23262-p1udt6745lv),ABC,p1udt6745lv,p1udm23262,3p_ug_al_350kcmil_3_5,0.0313594,kilometer,0.0313594,"LINESTRING(-97.7093140911418 30.4212906261817, -97.7093591346521 30.4215498996865)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm23265-p1ulv46553),ABC,p1udm23265,p1ulv46553,3p_ug_al_350kcmil_3_5,0.0119305,kilometer,0.0119305,"LINESTRING(-97.7094365168463 30.4212077942729, -97.7094350918488 30.421316055067)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm23263-p1ulv33256),ABC,p1udm23263,p1ulv33256,3p_ug_al_350kcmil_3_5,0.0132899,kilometer,0.0132899,"LINESTRING(-97.7094497767126 30.4209913755918, -97.7094650549555 30.4208951107768)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm23263-p1udm23265),ABC,p1udm23265,p1udm23263,3p_ug_al_350kcmil_3_5,0.0382895,kilometer,0.0382895,"LINESTRING(-97.7094365168463 30.4212077942729, -97.7094497767126 30.4209913755918)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm23265-p1udt6745lv),ABC,p1udt6745lv,p1udm23265,3p_ug_al_350kcmil_3_5,0.0141387,kilometer,0.0141387,"LINESTRING(-97.7093140911418 30.4212906261817, -97.7094365168463 30.4212077942729)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt20341lv-p1ulv39565),ABC,p1udt20341lv,p1ulv39565,3p_ug_al_350kcmil_3_5,0.0108021,kilometer,0.0108021,"LINESTRING(-97.7099078111033 30.4207223795472, -97.7098392164378 30.4206704003224)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt19134lv-p1ulv35167),ABC,p1udt19134lv,p1ulv35167,3p_ug_al_350kcmil_3_5,0.012631,kilometer,0.012631,"LINESTRING(-97.7102393027774 30.4206050065995, -97.7101853528247 30.4204753167164)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt15005lv-p1ulv23072),ABC,p1udt15005lv,p1ulv23072,3p_ug_al_350kcmil_3_5,0.00891379,kilometer,0.00891379,"LINESTRING(-97.7106212642868 30.4208523983334, -97.7105243690972 30.4208215364098)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm62389-p1ulv55860),ABC,p1udm62389,p1ulv55860,3p_ug_al_350kcmil_3_5,0.00581774,kilometer,0.00581774,"LINESTRING(-97.7115552803578 30.4215986628078, -97.7115545690185 30.421652793247)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm62389-p1udt23719lv),ABC,p1udt23719lv,p1udm62389,3p_ug_al_350kcmil_3_5,0.0101769,kilometer,0.0101769,"LINESTRING(-97.7114588583792 30.4215317145928, -97.7115552803578 30.4215986628078)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm62390-p1ulv61323),ABC,p1udm62390,p1ulv61323,3p_ug_al_350kcmil_3_5,0.00725623,kilometer,0.00725623,"LINESTRING(-97.7114311907237 30.4215342776166, -97.7114735419465 30.4214805581952)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm62390-p1udt23719lv),ABC,p1udt23719lv,p1udm62390,3p_ug_al_350kcmil_3_5,0.00422963,kilometer,0.00422963,"LINESTRING(-97.7114588583792 30.4215317145928, -97.7114311907237 30.4215342776166)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm11663-p1ulv3539),ABC,p1udm11663,p1ulv3539,3p_ug_al_350kcmil_3_5,0.00730694,kilometer,0.00730694,"LINESTRING(-97.7118138909236 30.4209335196239, -97.7118767058841 30.4209070707245)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm11663-p1udt3299lv),ABC,p1udt3299lv,p1udm11663,3p_ug_al_350kcmil_3_5,0.010368,kilometer,0.010368,"LINESTRING(-97.7118288112612 30.42086431969, -97.7118138909236 30.4209335196239)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm11664-p1ulv41438),ABC,p1udm11664,p1ulv41438,3p_ug_al_350kcmil_3_5,0.0113923,kilometer,0.0113923,"LINESTRING(-97.711826434326 30.4207712309927, -97.7117120441771 30.4207610792577)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm11664-p1udt3299lv),ABC,p1udt3299lv,p1udm11664,3p_ug_al_350kcmil_3_5,0.00811732,kilometer,0.00811732,"LINESTRING(-97.7118288112612 30.42086431969, -97.711826434326 30.4207712309927)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt18750lv-p1ulv33877),ABC,p1udt18750lv,p1ulv33877,3p_ug_al_350kcmil_3_5,0.00674406,kilometer,0.00674406,"LINESTRING(-97.7123595815052 30.4203315320109, -97.7123830155945 30.4204067825849)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt18750-p1udt3299),ABC,p1udt3299,p1udt18750,3p_oh_al_acsr_4/0_penguin_3,0.0844356,kilometer,0.0844356,"LINESTRING(-97.7118221609481 30.4208224901668, -97.7123662320235 30.4203733615154)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt23144lv-p1ulv52768),ABC,p1udt23144lv,p1ulv52768,3p_ug_al_350kcmil_3_5,0.0110604,kilometer,0.0110604,"LINESTRING(-97.7117947242552 30.4205334862502, -97.7116835409653 30.420553271002)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt25095lv-p1ulv63868),ABC,p1udt25095lv,p1ulv63868,3p_ug_al_350kcmil_3_5,0.0123075,kilometer,0.0123075,"LINESTRING(-97.7117435381934 30.4202228514725, -97.7116152952331 30.4202007039212)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt23144-p1udt25095),ABC,p1udt23144,p1udt25095,3p_oh_al_acsr_4/0_penguin_3,0.0395158,kilometer,0.0395158,"LINESTRING(-97.7118013745417 30.4205753157757, -97.7117368879498 30.4201810219432)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt23144-p1udt3299),ABC,p1udt3299,p1udt23144,3p_oh_al_acsr_4/0_penguin_3,0.0325033,kilometer,0.0325033,"LINESTRING(-97.7118221609481 30.4208224901668, -97.7118013745417 30.4205753157757)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt23719-p1udt3299),ABC,p1udt23719,p1udt3299,3p_oh_al_acsr_4/0_penguin_3,0.129356,kilometer,0.129356,"LINESTRING(-97.7114655085731 30.421573544127, -97.7118221609481 30.4208224901668)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt3779lv-p1ulv4112),ABC,p1udt3779lv,p1ulv4112,3p_ug_al_350kcmil_3_5,0.0119122,kilometer,0.0119122,"LINESTRING(-97.7126226733865 30.4214586402205, -97.7127003683762 30.4213364362942)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm13337-p1ulv38263),ABC,p1udm13337,p1ulv38263,3p_ug_al_350kcmil_3_5,0.0105436,kilometer,0.0105436,"LINESTRING(-97.7125460045025 30.4214730938034, -97.7126073981214 30.4215549054836)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm13335-p1ulv29427),ABC,p1udm13335,p1ulv29427,3p_ug_al_350kcmil_3_5,0.00826196,kilometer,0.00826196,"LINESTRING(-97.7121397791622 30.4214871326492, -97.7121719570291 30.4214152668048)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm13335-p1udm13337),ABC,p1udm13337,p1udm13335,3p_ug_al_350kcmil_3_5,0.0502408,kilometer,0.0502408,"LINESTRING(-97.7125460045025 30.4214730938034, -97.7121397791622 30.4214871326492)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm13337-p1udt3779lv),ABC,p1udt3779lv,p1udm13337,3p_ug_al_350kcmil_3_5,0.00843001,kilometer,0.00843001,"LINESTRING(-97.7126226733865 30.4214586402205, -97.7125460045025 30.4214730938034)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm13338-p1ulv45234),ABC,p1udm13338,p1ulv45234,3p_ug_al_350kcmil_3_5,0.0142951,kilometer,0.0142951,"LINESTRING(-97.7128279024687 30.4214127132937, -97.712822918937 30.4215181029774)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm13336-p1ulv31269),ABC,p1udm13336,p1ulv31269,3p_ug_al_350kcmil_3_5,0.0117361,kilometer,0.0117361,"LINESTRING(-97.7131903659916 30.4207666369755, -97.7130870960139 30.4207024585747)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm13336-p1udm13338),ABC,p1udm13338,p1udm13336,3p_ug_al_350kcmil_3_5,0.0805151,kilometer,0.0805151,"LINESTRING(-97.7128279024687 30.4214127132937, -97.7131903659916 30.4207666369755)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udm13338-p1udt3779lv),ABC,p1udt3779lv,p1udm13338,3p_ug_al_350kcmil_3_5,0.0197793,kilometer,0.0197793,"LINESTRING(-97.7126226733865 30.4214586402205, -97.7128279024687 30.4214127132937)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt16932lv-p1ulv28169),ABC,p1udt16932lv,p1ulv28169,3p_ug_al_350kcmil_3_5,0.00646077,kilometer,0.00646077,"LINESTRING(-97.7140061869305 30.4214334465013, -97.7139615226688 30.421505092321)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt16932-p1udt3779),ABC,p1udt3779,p1udt16932,3p_oh_al_acsr_4/0_penguin_3,0.129909,kilometer,0.129909,"LINESTRING(-97.7126160227025 30.4214168107305, -97.713959850774 30.4214470404964)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt24574lv-p1ulv60678),ABC,p1udt24574lv,p1ulv60678,3p_ug_al_350kcmil_3_5,0.0111968,kilometer,0.0111968,"LINESTRING(-97.7134503873016 30.4210607692076, -97.7134275441544 30.4209404100673)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt23258lv-p1ulv53359),ABC,p1udt23258lv,p1ulv53359,3p_ug_al_350kcmil_3_5,0.00890164,kilometer,0.00890164,"LINESTRING(-97.713981975274 30.421258838988, -97.7140071857543 30.4211987630662)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt23258-p1udt24574),ABC,p1udt24574,p1udt23258,3p_oh_al_acsr_4/0_penguin_3,0.0584508,kilometer,0.0584508,"LINESTRING(-97.7134437362832 30.421018939748, -97.7139886265354 30.4213006684257)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt24574-p1udt3779),ABC,p1udt3779,p1udt24574,3p_oh_al_acsr_4/0_penguin_3,0.116244,kilometer,0.116244,"LINESTRING(-97.7126160227025 30.4214168107305, -97.7134437362832 30.421018939748)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt23719-p1udt3779),ABC,p1udt23719,p1udt3779,3p_oh_al_acsr_4/0_penguin_3,0.154025,kilometer,0.154025,"LINESTRING(-97.7114655085731 30.421573544127, -97.7126160227025 30.4214168107305)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt13361lv-p1ulv19250),ABC,p1udt13361lv,p1ulv19250,3p_ug_al_350kcmil_3_5,0.0113232,kilometer,0.0113232,"LINESTRING(-97.7109574088537 30.4222091543678, -97.7108717526037 30.4221152433042)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt7187lv-p1ulv8538),ABC,p1udt7187lv,p1ulv8538,3p_ug_al_350kcmil_3_5,0.0119773,kilometer,0.0119773,"LINESTRING(-97.7107662320861 30.4224959994641, -97.710719961872 30.4225739125229)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt7187lv-p1ulv28809),ABC,p1udt7187lv,p1ulv28809,3p_ug_al_3_3,0.0142031,kilometer,0.0142031,"LINESTRING(-97.7107662320861 30.4224959994641, -97.7106170476688 30.4224826669705)",0.445,0.445,0.445,0.5326,0.5326,0.5326,285,OVERHEAD,1
l(r:p1udt16492lv-p1ulv26907),ABC,p1udt16492lv,p1ulv26907,3p_ug_al_350kcmil_3_5,0.0111892,kilometer,0.0111892,"LINESTRING(-97.7113926143941 30.4223668406104, -97.711408686501 30.422454392225)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt16492-p1udt7187),ABC,p1udt7187,p1udt16492,3p_oh_al_acsr_4/0_penguin_3,0.0651514,kilometer,0.0651514,"LINESTRING(-97.7107595821443 30.4224541699068, -97.7113859641905 30.4223250110768)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt13361-p1udt7187),ABC,p1udt13361,p1udt7187,3p_oh_al_acsr_4/0_penguin_3,0.0405664,kilometer,0.0405664,"LINESTRING(-97.7109507588448 30.4221673248166, -97.7107595821443 30.4224541699068)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt13361-p1udt23719),ABC,p1udt23719,p1udt13361,3p_oh_al_acsr_4/0_penguin_3,0.125529,kilometer,0.125529,"LINESTRING(-97.7114655085731 30.421573544127, -97.7109507588448 30.4221673248166)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt15006lv-p1ulv23073),ABC,p1udt15006lv,p1ulv23073,3p_ug_al_350kcmil_3_5,0.00901636,kilometer,0.00901636,"LINESTRING(-97.7117285608403 30.4219122965068, -97.7118523097231 30.4219715334693)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt15006-p1udt23719),ABC,p1udt23719,p1udt15006,3p_oh_al_acsr_4/0_penguin_3,0.168501,kilometer,0.168501,"LINESTRING(-97.7114655085731 30.421573544127, -97.7117670096137 30.4219384936042)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt8030lv-p1ulv9800),ABC,p1udt8030lv,p1ulv9800,3p_ug_al_350kcmil_3_5,0.0175675,kilometer,0.0175675,"LINESTRING(-97.7102215877353 30.4127501814698, -97.7103069084133 30.4128160633366)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt7203lv-p1ulv8562),ABC,p1udt7203lv,p1ulv8562,3p_ug_al_750kcmil_3_2,0.00569465,kilometer,0.00569465,"LINESTRING(-97.7094619971226 30.4132165821029, -97.7094071021906 30.413159065854)",0.2296133,0.2296133,0.2296133,0.54,0.54,0.54,550,OVERHEAD,1
l(r:p1udm24710-p1ulv20552),ABC,p1udm24710,p1ulv20552,3p_ug_al_750kcmil_3_2,0.00342415,kilometer,0.00342415,"LINESTRING(-97.7096456798109 30.4132245843599, -97.7096246242802 30.4132424221014)",0.2296133,0.2296133,0.2296133,0.54,0.54,0.54,550,OVERHEAD,1
l(r:p1udm24710-p1udt7203lv),ABC,p1udt7203lv,p1udm24710,3p_ug_al_750kcmil_3_2,0.0186303,kilometer,0.0186303,"LINESTRING(-97.7094619971226 30.4132165821029, -97.7096456798109 30.4132245843599)",0.2296133,0.2296133,0.2296133,0.54,0.54,0.54,550,OVERHEAD,1
l(r:p1udt7201lv-p1ulv8560),ABC,p1udt7201lv,p1ulv8560,3p_ug_al_350kcmil_3_5,0.0124059,kilometer,0.0124059,"LINESTRING(-97.7049505651396 30.4121646959647, -97.7050791532242 30.4121597845543)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt11399lv-p1ulv15440),ABC,p1udt11399lv,p1ulv15440,3p_ug_al_750kcmil_3_2,0.00985731,kilometer,0.00985731,"LINESTRING(-97.7059873691095 30.4101177512707, -97.7060847283148 30.41011252932)",0.2296133,0.2296133,0.2296133,0.54,0.54,0.54,550,OVERHEAD,1
l(r:p1udt11399-p1udt12054),ABC,p1udt12054,p1udt11399,3p_oh_al_acsr_4/0_penguin_3,0.0634432,kilometer,0.0634432,"LINESTRING(-97.7058976720485 30.4106040997099, -97.7059940163714 30.4101595810653)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt12054-p1umv49),ABC,p1umv49,p1udt12054,3p_oh_al_acsr_4/0_penguin_3,0.117296,kilometer,0.117296,"LINESTRING(-97.705021536802 30.4110042803993, -97.7058976720485 30.4106040997099)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt7201-p1umv49),ABC,p1udt7201,p1umv49,3p_oh_al_acsr_4/0_penguin_3,0.158913,kilometer,0.158913,"LINESTRING(-97.7049572120623 30.4122065257906, -97.705021536802 30.4110042803993)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt21768lv-p1ulv45911),ABC,p1udt21768lv,p1ulv45911,3p_ug_al_350kcmil_3_5,0.0191966,kilometer,0.0191966,"LINESTRING(-97.7051709063962 30.4128098442274, -97.7052917865326 30.4126130387976)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt12387-p1udt21768),ABC,p1udt12387,p1udt21768,3p_oh_al_acsr_4/0_penguin_3,0.001,kilometer,0.001,"LINESTRING(-97.7051619391583 30.4127261184204, -97.7051603105714 30.4127684538264)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt22174lv-p1ulv47761),ABC,p1udt22174lv,p1ulv47761,3p_ug_al_350kcmil_3_5,0.0605096,kilometer,0.0605096,"LINESTRING(-97.7092700475618 30.4140942407422, -97.708920880239 30.4145076960792)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt22174-p1udt8438),ABC,p1udt8438,p1udt22174,3p_oh_al_acsr_4/0_penguin_3,0.001,kilometer,0.001,"LINESTRING(-97.7093672809299 30.4141011287896, -97.7093184295731 30.4140997053161)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt20345-p1udt8438),ABC,p1udt20345,p1udt8438,3p_oh_al_acsr_4/0_penguin_3,0.0371082,kilometer,0.0371082,"LINESTRING(-97.7094381719588 30.4137768248583, -97.7093672809299 30.4141011287896)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt16943-p1udt20345),ABC,p1udt16943,p1udt20345,3p_oh_al_acsr_4/0_penguin_3,0.0481711,kilometer,0.0481711,"LINESTRING(-97.7091908471663 30.4134969627412, -97.7094381719588 30.4137768248583)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt16943-p1udt7203),ABC,p1udt7203,p1udt16943,3p_oh_al_acsr_4/0_penguin_3,0.0605475,kilometer,0.0605475,"LINESTRING(-97.7094553482175 30.4131747524553, -97.7091908471663 30.4134969627412)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt17160lv-p1ulv28822),ABC,p1udt17160lv,p1ulv28822,3p_ug_al_350kcmil_3_5,0.0282637,kilometer,0.0282637,"LINESTRING(-97.7082326707445 30.4153489766482, -97.7084238061158 30.4150982919529)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt17160-p1udt9956),ABC,p1udt9956,p1udt17160,3p_oh_al_acsr_4/0_penguin_3,0.001,kilometer,0.001,"LINESTRING(-97.7082385964742 30.4152645292061, -97.7082368258561 30.415306860908)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt21066-p1udt9956),ABC,p1udt21066,p1udt9956,3p_oh_al_acsr_4/0_penguin_3,0.034068,kilometer,0.034068,"LINESTRING(-97.7083205008088 30.4155546023592, -97.7082385964742 30.4152645292061)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt21066-p1udt25186),ABC,p1udt25186,p1udt21066,3p_oh_al_acsr_4/0_penguin_3,0.150602,kilometer,0.150602,"LINESTRING(-97.7094348528013 30.4163145244192, -97.7083205008088 30.4155546023592)",0.3635667,0.3635667,0.3635667,0.6385333,0.6385333,0.6385333,325,OVERHEAD,1
l(r:p1udt22532lv-p1ulv49589),ABC,p1udt22532lv,p1ulv49589,3p_ug_al_350kcmil_3_5,0.0240069,kilometer,0.0240069,"LINESTRING(-97.7101137494532 30.4124944746973, -97.7099019037146 30.4124663550749)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt1644lv-p1ulv1715),ABC,p1udt1644lv,p1ulv1715,3p_ug_al_350kcmil_3_5,0.0140779,kilometer,0.0140779,"LINESTRING(-97.7118528872534 30.4079347128481, -97.7117135408493 30.4079665936897)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt7257lv-p1ulv8638),ABC,p1udt7257lv,p1ulv8638,3p_ug_al_350kcmil_3_5,0.0162366,kilometer,0.0162366,"LINESTRING(-97.7118262662383 30.407035507984, -97.7118001427361 30.4069207883161)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt13090lv-p1ulv18697),ABC,p1udt13090lv,p1ulv18697,3p_ug_al_350kcmil_3_5,0.0159002,kilometer,0.0159002,"LINESTRING(-97.7121791178801 30.4068732250204, -97.7120310228802 30.4067786989303)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt16525lv-p1ulv26997),ABC,p1udt16525lv,p1ulv26997,3p_ug_al_350kcmil_3_5,0.0106688,kilometer,0.0106688,"LINESTRING(-97.7123749947606 30.4062255056374, -97.7123913024698 30.4062950137632)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt8489lv-p1ulv10497),ABC,p1udt8489lv,p1ulv10497,3p_ug_al_350kcmil_3_5,0.0123144,kilometer,0.0123144,"LINESTRING(-97.7128853658814 30.4054094503778, -97.7129869518639 30.4053264091023)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
l(r:p1udt19525lv-p1ulv36521),ABC,p1udt19525lv,p1ulv36521,3p_ug_al_350kcmil_3_5,0.0110897,kilometer,0.0110897,"LINESTRING(-97.7131135191525 30.4054748595547, -97.7131505254915 30.4055535945175)",0.3388667,0.3388667,0.3388667,0.5126,0.5126,0.5126,370,OVERHEAD,1
